resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
AECIZ6hour,500,3000,0.2,1000,0,15,743196.1190000002,298.7559999999999
ATC6hour,500,3000,0.2,1000,0,31,126863.77799999998,67.08500000000001
CBPC-NIPCO6hour,500,3000,0.2,1000,0,31,74561.674,114.50299999999999
CONS6hour,500,3000,0.2,1000,0,31,189804.44999999998,64.447
DECO6hour,500,3000,0.2,1000,0,31,15020.219,13.879
EES-ARK6hour,500,3000,0.2,1000,0,15,32550.570999999996,53.928999999999995
EES-TX6hour,500,3000,0.2,1000,0,15,572854.6190000001,481.13
IA-E6hour,500,3000,0.2,1000,0,31,190674.52200000003,90.303
IL-C6hour,500,3000,0.2,1000,31,62,120769.93400000001,64.025
IN-C6hour,500,3000,0.2,1000,0,31,626.1860000000001,1.816
IN-S6hour,500,3000,0.2,1000,0,31,0.22199999999999995,0.003000000000000001
LA-GULF6hour,500,3000,0.2,1000,0,15,1.591225936e6,668.8149999999999
LA-N6hour,500,3000,0.2,1000,0,15,252512.147,238.79999999999998
MEC6hour,500,3000,0.2,1000,0,31,539003.0190000001,148.14499999999998
MISO-MO6hour,500,3000,0.2,1000,0,31,279087.132,126.85300000000001
MISO-MS6hour,500,3000,0.2,1000,0,15,676265.9410000001,467.505
MN-C6hour,500,3000,0.2,1000,0,31,62213.91200000001,79.878
MN-NE6hour,500,3000,0.2,1000,0,31,9094.542999999998,34.893
MN-SE6hour,500,3000,0.2,1000,0,31,301050.069,105.737
NIPS6hour,500,3000,0.2,1000,0,31,1338.762,6.018
SIPC6hour,500,3000,0.2,1000,0,31,7.683999999999999,0.39200000000000007
UPPC6hour,500,3000,0.2,1000,0,31,11840.074,84.686
