resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
AECIZ6hour,500,3000,0.2,2500,34,36,3.2933556352000004e6,3497.186
ATC6hour,500,3000,0.2,2500,0,500,2346.9168000000004,4.5812
CBPC-NIPCO6hour,500,3000,0.2,2500,109,113,113561.78959999996,631.1843999999999
CONS6hour,500,3000,0.2,2500,468,500,86739.07520000002,113.85800000000002
DECO6hour,500,3000,0.2,2500,0,500,8.3788,0.0264
EES-ARK6hour,500,3000,0.2,2500,0,500,448.34920000000017,1.1991999999999998
EES-TX6hour,500,3000,0.2,2500,171,179,117107.0616,352.8087999999999
IA-E6hour,500,3000,0.2,2500,343,359,94833.50600000004,163.26639999999998
IL-C6hour,500,3000,0.2,2500,250,500,1361.6200000000001,3.4663999999999997
IN-C6hour,500,3000,0.2,2500,0,500,0.0,0.0
IN-S6hour,500,3000,0.2,2500,0,500,0.0,0.0
LA-GULF6hour,500,3000,0.2,2500,62,65,1.6765018480000005e6,2218.119600000001
LA-N6hour,500,3000,0.2,2500,375,500,2328.462399999999,5.670000000000001
MEC6hour,500,3000,0.2,2500,101,105,1.4421328947999997e6,1232.3116
MISO-MO6hour,500,3000,0.2,2500,250,265,187424.65600000002,240.8424
MISO-MS6hour,500,3000,0.2,2500,101,109,443739.1336,900.4387999999999
MN-C6hour,500,3000,0.2,2500,468,500,4443.780399999997,19.597200000000004
MN-NE6hour,500,3000,0.2,2500,437,500,313.02560000000005,2.337200000000001
MN-SE6hour,500,3000,0.2,2500,468,500,91695.2056,121.44479999999997
NIPS6hour,500,3000,0.2,2500,0,500,0.0,0.0
SIPC6hour,500,3000,0.2,2500,437,444,0.0,0.0
UPPC6hour,500,3000,0.2,2500,347,349,289.2752,5.4879999999999995
