resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
AECIZ2hour,500,1000,0.2,1000,0,15,1.0292650439999999e6,255.69700000000003
ATC2hour,500,1000,0.2,1000,0,31,296941.424,137.56
CBPC-NIPCO2hour,500,1000,0.2,1000,0,31,146009.351,211.417
CONS2hour,500,1000,0.2,1000,0,31,588035.699,173.924
DECO2hour,500,1000,0.2,1000,0,31,55093.767,52.253
EES-ARK2hour,500,1000,0.2,1000,0,15,52665.371999999996,72.22
EES-TX2hour,500,1000,0.2,1000,0,15,583506.102,425.865
IA-E2hour,500,1000,0.2,1000,0,31,410399.06700000004,180.43800000000002
IL-C2hour,500,1000,0.2,1000,0,31,313755.002,159.37899999999996
IN-C2hour,500,1000,0.2,1000,0,31,1021.532,2.9189999999999996
IN-S2hour,500,1000,0.2,1000,0,15,0.07900000000000003,0.0010000000000000005
LA-GULF2hour,500,1000,0.2,1000,0,15,1.51948976e6,530.32
LA-N2hour,500,1000,0.2,1000,0,15,370999.62399999995,293.374
MEC2hour,500,1000,0.2,1000,0,31,959976.4489999999,226.10800000000003
MISO-MO2hour,500,1000,0.2,1000,0,31,540753.6699999999,211.60899999999998
MISO-MS2hour,500,1000,0.2,1000,0,15,631979.4060000001,460.32800000000003
MN-C2hour,500,1000,0.2,1000,0,31,106687.42800000001,126.742
MN-NE2hour,500,1000,0.2,1000,0,31,19009.968,69.52100000000002
MN-SE2hour,500,1000,0.2,1000,0,31,536668.685,159.82799999999997
NIPS2hour,500,1000,0.2,1000,0,31,2159.0939999999996,11.151
SIPC2hour,500,1000,0.2,1000,0,31,38.056,1.7129999999999999
UPPC2hour,500,1000,0.2,1000,0,31,21518.515,148.88799999999998
