resourcename,capacity,pval,samples,minelcc,maxelcc,zoneEUE,zoneLOLE
AECIZUtilitySolar,500,0.2,1000,125,140,2.927962876e6,642.994
ATCUtilitySolar,500,0.2,1000,125,140,1.741293401e6,481.672
CBPC-NIPCOUtilitySolar,500,0.2,1000,125,140,439264.34,545.6429999999999
CONSUtilitySolar,500,0.2,1000,125,140,2.624146584e6,550.5160000000001
DECOUtilitySolar,500,0.2,1000,125,140,532319.6310000002,305.84999999999997
EES-ARKUtilitySolar,500,0.2,1000,93,109,400963.427,332.9170000000001
EES-TXUtilitySolar,500,0.2,1000,109,125,1.959257599e6,971.617
IA-EUtilitySolar,500,0.2,1000,125,140,1.8137295829999999e6,524.184
IL-CUtilitySolar,500,0.2,1000,125,140,1.6238160289999999e6,527.122
IN-CUtilitySolar,500,0.2,1000,125,140,41038.70300000001,66.65000000000002
IN-SUtilitySolar,500,0.2,1000,125,140,3.6390000000000002,0.045000000000000005
LA-GULFUtilitySolar,500,0.2,1000,93,109,4.209712738999999e6,1139.136
LA-NUtilitySolar,500,0.2,1000,93,109,1.872459898e6,843.683
MECUtilitySolar,500,0.2,1000,140,156,3.1186598559999997e6,559.0270000000002
MISO-MOUtilitySolar,500,0.2,1000,125,140,2.806909732e6,583.6730000000002
MISO-MSUtilitySolar,500,0.2,1000,93,109,1.909637532e6,1007.4440000000001
MN-CUtilitySolar,500,0.2,1000,140,156,438493.185,396.38900000000007
MN-NEUtilitySolar,500,0.2,1000,125,140,117271.45999999999,309.82899999999995
MN-SEUtilitySolar,500,0.2,1000,125,140,2.2079423789999997e6,482.949
NIPSUtilitySolar,500,0.2,1000,125,140,36205.299999999996,117.63500000000002
SIPCUtilitySolar,500,0.2,1000,109,125,386.62800000000004,12.485999999999999
UPPCUtilitySolar,500,0.2,1000,109,125,101263.17299999998,477.39200000000005
