resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
AECIZ6hour,500,3000,0.2,2500,31,34,2.0590974633600008e7,8329.531599999998
ATC6hour,500,3000,0.2,2500,250,265,1.5544226940000001e6,444.8311999999999
CBPC-NIPCO6hour,500,3000,0.2,2500,109,117,531270.41,1017.6251999999998
CONS6hour,500,3000,0.2,2500,125,132,3.3817930096e6,1145.4808
DECO6hour,500,3000,0.2,2500,437,500,166751.72119999994,73.5312
EES-ARK6hour,500,3000,0.2,2500,171,187,517990.16,400.42160000000007
EES-TX6hour,500,3000,0.2,2500,42,46,5.5259694172e6,4846.670800000001
IA-E6hour,500,3000,0.2,2500,125,140,1.6913271319999998e6,721.014
IL-C6hour,500,3000,0.2,2500,265,281,876846.5144,350.81759999999997
IN-C6hour,500,3000,0.2,2500,437,500,5440.850400000001,6.676800000000001
IN-S6hour,500,3000,0.2,2500,0,500,0.2556,0.0036
LA-GULF6hour,500,3000,0.2,2500,31,34,1.8975921327600002e7,8436.6508
LA-N6hour,500,3000,0.2,2500,109,117,2.4438657323999996e6,1224.1556
MEC6hour,500,3000,0.2,2500,93,101,4.517625391600002e6,1133.9432000000002
MISO-MO6hour,500,3000,0.2,2500,54,58,9.205038251600001e6,3887.6448
MISO-MS6hour,500,3000,0.2,2500,42,46,6.769160978e6,5075.870399999999
MN-C6hour,500,3000,0.2,2500,156,171,270409.85399999993,296.7292
MN-NE6hour,500,3000,0.2,2500,265,281,46561.846,120.20519999999998
MN-SE6hour,500,3000,0.2,2500,171,187,1.9884064323999998e6,521.3707999999999
NIPS6hour,500,3000,0.2,2500,406,437,3805.6188,13.867199999999999
SIPC6hour,500,3000,0.2,2500,226,234,7.256800000000001,0.27520000000000006
UPPC6hour,500,3000,0.2,2500,202,218,43732.44199999999,334.682
