resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
AECIZ6hour,500,3000,0.2,1000,156,187,8531.288,4.0040000000000004
ATC6hour,500,3000,0.2,1000,187,218,403.85,0.5529999999999999
CBPC-NIPCO6hour,500,3000,0.2,1000,125,156,856.8989999999999,2.2229999999999994
CONS6hour,500,3000,0.2,1000,62,93,912.395,0.901
DECO6hour,500,3000,0.2,1000,125,156,16.578,0.043
EES-ARK6hour,500,3000,0.2,1000,62,93,78.289,0.18200000000000005
EES-TX6hour,500,3000,0.2,1000,125,156,6111.7300000000005,9.626999999999999
IA-E6hour,500,3000,0.2,1000,125,156,1331.2440000000001,1.154
IL-C6hour,500,3000,0.2,1000,93,125,872.531,0.8720000000000001
IN-C6hour,500,3000,0.2,1000,125,156,0.0,0.0
IN-S6hour,500,3000,0.2,1000,125,156,0.0,0.0
LA-GULF6hour,500,3000,0.2,1000,125,156,21948.051,19.407999999999998
LA-N6hour,500,3000,0.2,1000,31,62,1075.7589999999998,1.9099999999999997
MEC6hour,500,3000,0.2,1000,125,156,3784.532,2.3400000000000003
MISO-MO6hour,500,3000,0.2,1000,125,156,1695.317,1.728
MISO-MS6hour,500,3000,0.2,1000,125,156,6195.592999999999,11.832000000000003
MN-C6hour,500,3000,0.2,1000,93,125,576.24,1.2140000000000002
MN-NE6hour,500,3000,0.2,1000,31,62,33.526,0.21500000000000002
MN-SE6hour,500,3000,0.2,1000,125,156,1721.1760000000002,1.4820000000000002
NIPS6hour,500,3000,0.2,1000,156,187,3.364,0.024000000000000004
SIPC6hour,500,3000,0.2,1000,156,187,0.28100000000000014,0.018000000000000002
UPPC6hour,500,3000,0.2,1000,156,187,116.011,1.108
