resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
AECIZ6hour,500,3000,0.2,1000,31,62,526251.9820000001,131.76800000000003
ATC6hour,500,3000,0.2,1000,0,31,152515.978,69.57700000000001
CBPC-NIPCO6hour,500,3000,0.2,1000,62,93,72364.47400000002,105.103
CONS6hour,500,3000,0.2,1000,62,93,313314.25399999996,93.42200000000001
DECO6hour,500,3000,0.2,1000,0,31,36298.948,29.458
EES-ARK6hour,500,3000,0.2,1000,46,62,31182.475999999995,40.873000000000005
EES-TX6hour,500,3000,0.2,1000,15,31,316182.0890000001,197.231
IA-E6hour,500,3000,0.2,1000,31,62,222232.222,94.17399999999999
IL-C6hour,500,3000,0.2,1000,0,31,194605.55299999999,86.59499999999998
IN-C6hour,500,3000,0.2,1000,31,62,704.739,1.9460000000000004
IN-S6hour,500,3000,0.2,1000,0,31,0.5219999999999999,0.005999999999999999
LA-GULF6hour,500,3000,0.2,1000,0,15,697298.832,243.73700000000002
LA-N6hour,500,3000,0.2,1000,62,77,183094.00000000003,140.783
MEC6hour,500,3000,0.2,1000,62,93,441324.76,108.494
MISO-MO6hour,500,3000,0.2,1000,0,31,317369.06999999995,111.31899999999999
MISO-MS6hour,500,3000,0.2,1000,0,15,299120.6069999999,207.43499999999997
MN-C6hour,500,3000,0.2,1000,0,31,50134.806000000004,64.487
MN-NE6hour,500,3000,0.2,1000,0,31,6771.092000000001,26.774
MN-SE6hour,500,3000,0.2,1000,0,31,232184.759,78.30799999999999
NIPS6hour,500,3000,0.2,1000,0,31,1276.1929999999998,6.146000000000001
SIPC6hour,500,3000,0.2,1000,62,93,51.928000000000004,1.4559999999999997
UPPC6hour,500,3000,0.2,1000,31,62,10535.878999999999,72.27399999999997
